"site","grid","fish.clust.num9","visit","abundance","density","biomass","uniqueid"
"CC","01",7,"2",0,0,0,"CC_2"
"CC","01",7,"3",0,0,0,"CC_3"
"CC","01",7,"4",0,0,0,"CC_4"
"CC","01",7,"5",0,0,0,"CC_5"
"CC","01",7,"6",0,0,0,"CC_6"
"CC","01",8,"1",0,0,0,"CC_1"
"CC","01",8,"2",0,0,0,"CC_2"
"CC","01",8,"3",0,0,0,"CC_3"
"CC","01",8,"4",0,0,0,"CC_4"
"CC","01",8,"5",0,0,0,"CC_5"
"CC","01",8,"6",0,0,0,"CC_6"
"CC","01",9,"1",0,0,0,"CC_1"
"CC","01",9,"2",0,0,0,"CC_2"
"CC","01",9,"3",0,0,0,"CC_3"
"CC","01",9,"4",0,0,0,"CC_4"
"CC","01",9,"5",0,0,0,"CC_5"
"CC","01",9,"6",0,0,0,"CC_6"
"CC","02",1,"1",0,0,0,"CC_1"
"CC","02",1,"2",0,0,0,"CC_2"
"CC","02",1,"3",1,0.101725260416667,18.2540626495976,"CC_3"
"CC","02",1,"4",0,0,0,"CC_4"
"CC","02",1,"5",0,0,0,"CC_5"
"CC","02",1,"6",2,0.203450520833333,59.55995278504,"CC_6"
"CC","02",2,"1",0,0,0,"CC_1"
"CC","02",2,"2",0,0,0,"CC_2"
"CC","02",2,"3",1,0.101725260416667,14.722178141276,"CC_3"
"CC","02",2,"4",0,0,0,"CC_4"
"CC","02",2,"5",1,0.101725260416667,8.79166666666667,"CC_5"
"CC","02",2,"6",1,0.101725260416667,14.722178141276,"CC_6"
"CC","02",3,"1",1,0.101725260416667,17.8305712174683,"CC_1"
"CC","02",3,"2",0,0,0,"CC_2"
"CC","02",3,"3",0,0,0,"CC_3"
"CC","02",3,"4",0,0,0,"CC_4"
"CC","02",3,"5",0,0,0,"CC_5"
"CC","02",3,"6",1,0.101725260416667,33.0367024739583,"CC_6"
"CC","02",4,"1",0,0,0,"CC_1"
"CC","02",4,"2",0,0,0,"CC_2"
"CC","02",4,"3",0,0,0,"CC_3"
"CC","02",4,"4",0,0,0,"CC_4"
"CC","02",4,"5",0,0,0,"CC_5"
"CC","02",4,"6",0,0,0,"CC_6"
"CC","02",5,"1",6,0.6103515625,110.628415363495,"CC_1"
"CC","02",5,"2",2,0.203450520833333,14.5333402350993,"CC_2"
"CC","02",5,"3",0,0,0,"CC_3"
"CC","02",5,"4",2,0.203450520833333,24.7263821453786,"CC_4"
"CC","02",5,"5",0,0,0,"CC_5"
"CC","02",5,"6",2,0.203450520833333,48.1616923945351,"CC_6"
"CC","02",6,"1",0,0,0,"CC_1"
"CC","02",6,"2",0,0,0,"CC_2"
"CC","02",6,"3",0,0,0,"CC_3"
"CC","02",6,"4",0,0,0,"CC_4"
"CC","02",6,"5",0,0,0,"CC_5"
"CC","02",6,"6",1,0.101725260416667,16.1687287998611,"CC_6"
"CC","02",7,"1",0,0,0,"CC_1"
"CC","02",7,"2",0,0,0,"CC_2"
"CC","02",7,"3",0,0,0,"CC_3"
"CC","02",7,"4",0,0,0,"CC_4"
"CC","02",7,"5",0,0,0,"CC_5"
"CC","02",7,"6",0,0,0,"CC_6"
"CC","02",8,"1",0,0,0,"CC_1"
"CC","02",8,"2",0,0,0,"CC_2"
"CC","02",8,"3",0,0,0,"CC_3"
"CC","02",8,"4",0,0,0,"CC_4"
"CC","02",8,"5",0,0,0,"CC_5"
"CC","02",8,"6",0,0,0,"CC_6"
"CC","02",9,"1",0,0,0,"CC_1"
"CC","02",9,"2",0,0,0,"CC_2"
"CC","02",9,"3",0,0,0,"CC_3"
"CC","02",9,"4",0,0,0,"CC_4"
"CC","02",9,"5",0,0,0,"CC_5"
"CC","02",9,"6",0,0,0,"CC_6"
"CC","03",1,"1",0,0,0,"CC_1"
"CC","03",1,"2",0,0,0,"CC_2"
"CC","03",1,"3",0,0,0,"CC_3"
"CC","03",1,"4",0,0,0,"CC_4"
"CC","03",1,"5",2,0.212296195652174,38.3545013176324,"CC_5"
"CC","03",1,"6",0,0,0,"CC_6"
"CC","03",2,"1",0,0,0,"CC_1"
"CC","03",2,"2",0,0,0,"CC_2"
"CC","03",2,"3",0,0,0,"CC_3"
"CC","03",2,"4",0,0,0,"CC_4"
"CC","03",2,"5",0,0,0,"CC_5"
"CC","03",2,"6",0,0,0,"CC_6"
"CC","03",3,"1",0,0,0,"CC_1"
"CC","03",3,"2",1,0.106148097826087,10.9266198199728,"CC_2"
"CC","03",3,"3",1,0.106148097826087,7.80928274795548,"CC_3"
"CC","03",3,"4",2,0.212296195652174,23.1781654282838,"CC_4"
"CC","03",3,"5",1,0.106148097826087,15.9059209408967,"CC_5"
"CC","03",3,"6",0,0,0,"CC_6"
"CC","03",4,"1",1,0.106148097826087,503.937807829484,"CC_1"
"CC","03",4,"2",0,0,0,"CC_2"
"CC","03",4,"3",0,0,0,"CC_3"
"CC","03",4,"4",0,0,0,"CC_4"
"CC","03",4,"5",0,0,0,"CC_5"
"CC","03",4,"6",0,0,0,"CC_6"
"CC","03",5,"1",1,0.106148097826087,54.0664524330067,"CC_1"
"CC","03",5,"2",2,0.212296195652174,68.4980540578017,"CC_2"
"CC","03",5,"3",0,0,0,"CC_3"
"CC","03",5,"4",1,0.106148097826087,8.40167788743311,"CC_4"
"CC","03",5,"5",1,0.106148097826087,59.5637650644841,"CC_5"
"CC","03",5,"6",1,0.106148097826087,17.062091141565,"CC_6"
"CC","03",6,"1",0,0,0,"CC_1"
"CC","03",6,"2",0,0,0,"CC_2"
"CC","03",6,"3",0,0,0,"CC_3"
"CC","03",6,"4",0,0,0,"CC_4"
"CC","03",6,"5",0,0,0,"CC_5"
"CC","03",6,"6",0,0,0,"CC_6"
"CC","03",7,"1",0,0,0,"CC_1"
"CC","03",7,"2",0,0,0,"CC_2"
"CC","03",7,"3",0,0,0,"CC_3"
"CC","03",7,"4",0,0,0,"CC_4"
"CC","03",7,"5",0,0,0,"CC_5"
"CC","03",7,"6",0,0,0,"CC_6"
"CC","03",8,"1",0,0,0,"CC_1"
"CC","03",8,"2",0,0,0,"CC_2"
"CC","03",8,"3",0,0,0,"CC_3"
"CC","03",8,"4",0,0,0,"CC_4"
"CC","03",8,"5",0,0,0,"CC_5"
"CC","03",8,"6",0,0,0,"CC_6"
"CC","03",9,"1",0,0,0,"CC_1"
"CC","03",9,"2",0,0,0,"CC_2"
"CC","03",9,"3",0,0,0,"CC_3"
"CC","03",9,"4",0,0,0,"CC_4"
"CC","03",9,"5",0,0,0,"CC_5"
"CC","03",9,"6",0,0,0,"CC_6"
"CC","04",1,"1",0,0,0,"CC_1"
"CC","04",1,"2",0,0,0,"CC_2"
"CC","04",1,"3",0,0,0,"CC_3"
"CC","04",1,"4",0,0,0,"CC_4"
"CC","04",1,"5",2,0.203450520833333,49.3888266201665,"CC_5"
"CC","04",1,"6",2,0.203450520833333,73.0095513379314,"CC_6"
"CC","04",2,"1",0,0,0,"CC_1"
"CC","04",2,"2",0,0,0,"CC_2"
"CC","04",2,"3",0,0,0,"CC_3"
"CC","04",2,"4",0,0,0,"CC_4"
"CC","04",2,"5",1,0.101725260416667,8.79166666666667,"CC_5"
"CC","04",2,"6",0,0,0,"CC_6"
"CC","04",3,"1",0,0,0,"CC_1"
"CC","04",3,"2",0,0,0,"CC_2"
"CC","04",3,"3",0,0,0,"CC_3"
"CC","04",3,"4",1,0.101725260416667,28.7333679199219,"CC_4"
"CC","04",3,"5",4,0.406901041666667,166.383131856217,"CC_5"
"CC","04",3,"6",7,0.712076822916667,217.67370520854,"CC_6"
"CC","04",4,"1",0,0,0,"CC_1"
"CC","04",4,"2",3,0.30517578125,489.170928955078,"CC_2"
"CC","04",4,"3",0,0,0,"CC_3"
"CC","04",4,"4",0,0,0,"CC_4"
"CC","04",4,"5",5,0.508626302083333,106.22123184182,"CC_5"
"CC","04",4,"6",1,0.101725260416667,55.9246924721568,"CC_6"
"CC","04",5,"1",0,0,0,"CC_1"
"CC","04",5,"2",2,0.203450520833333,60.7788567769652,"CC_2"
"CC","04",5,"3",2,0.203450520833333,122.902639406829,"CC_3"
"CC","04",5,"4",0,0,0,"CC_4"
"CC","04",5,"5",0,0,0,"CC_5"
"CC","04",5,"6",8,0.813802083333333,256.35131373913,"CC_6"
"CC","04",6,"1",1,0.101725260416667,9.10424637396149,"CC_1"
"CC","04",6,"2",1,0.101725260416667,12.31788431172,"CC_2"
"CC","04",6,"3",0,0,0,"CC_3"
"CC","04",6,"4",0,0,0,"CC_4"
"CC","04",6,"5",2,0.203450520833333,25.9893286020756,"CC_5"
"CC","04",6,"6",5,0.508626302083333,140.746788165698,"CC_6"
"CC","04",7,"1",0,0,0,"CC_1"
"CC","04",7,"2",0,0,0,"CC_2"
"CC","04",7,"3",0,0,0,"CC_3"
"CC","04",7,"4",0,0,0,"CC_4"
"CC","04",7,"5",0,0,0,"CC_5"
"CC","04",7,"6",0,0,0,"CC_6"
"CC","04",8,"1",0,0,0,"CC_1"
"CC","04",8,"2",0,0,0,"CC_2"
"CC","04",8,"3",0,0,0,"CC_3"
"CC","04",8,"4",0,0,0,"CC_4"
"CC","04",8,"5",0,0,0,"CC_5"
"CC","04",8,"6",0,0,0,"CC_6"
"CC","04",9,"1",0,0,0,"CC_1"
"CC","04",9,"2",0,0,0,"CC_2"
"CC","04",9,"3",0,0,0,"CC_3"
"CC","04",9,"4",0,0,0,"CC_4"
"CC","04",9,"5",0,0,0,"CC_5"
"CC","04",9,"6",1,0.101725260416667,40.2459739529019,"CC_6"
"CC","05",1,"1",0,0,0,"CC_1"
"CC","05",1,"2",2,0.187800480769231,41.5095303756901,"CC_2"
"CC","05",1,"3",0,0,0,"CC_3"
"CC","05",1,"4",0,0,0,"CC_4"
"CC","05",1,"5",1,0.0939002403846154,14.5558646636739,"CC_5"
"CC","05",1,"6",1,0.0939002403846154,31.9758787588361,"CC_6"
"CC","05",2,"1",2,0.187800480769231,42.1936598557692,"CC_1"
"CC","05",2,"2",1,0.0939002403846154,8.11538461538462,"CC_2"
"CC","05",2,"3",0,0,0,"CC_3"
"CC","05",2,"4",0,0,0,"CC_4"
"CC","05",2,"5",1,0.0939002403846154,6.68687086838942,"CC_5"
"CC","05",2,"6",0,0,0,"CC_6"
"CC","05",3,"1",0,0,0,"CC_1"
"CC","05",3,"2",2,0.187800480769231,36.3464824969952,"CC_2"
"CC","05",3,"3",0,0,0,"CC_3"
"CC","05",3,"4",0,0,0,"CC_4"
"CC","05",3,"5",0,0,0,"CC_5"
"CC","05",3,"6",0,0,0,"CC_6"
"CC","05",4,"1",8,0.751201923076923,485.894234393622,"CC_1"
"CC","05",4,"2",6,0.563401442307692,101.448211360482,"CC_2"
"CC","05",4,"3",16,1.50240384615385,369.624861830273,"CC_3"
"CC","05",4,"4",0,0,0,"CC_4"
"CC","05",4,"5",0,0,0,"CC_5"
"CC","05",4,"6",2,0.187800480769231,74.8053776027157,"CC_6"
"CC","05",5,"1",0,0,0,"CC_1"
"CC","05",5,"2",7,0.657301682692308,231.833988045298,"CC_2"
"CC","05",5,"3",2,0.187800480769231,63.1991788524583,"CC_3"
"CC","05",5,"4",0,0,0,"CC_4"
"CC","05",5,"5",0,0,0,"CC_5"
"CC","05",5,"6",1,0.0939002403846154,63.676436030274,"CC_6"
"CC","05",6,"1",1,0.0939002403846154,31.6945640806191,"CC_1"
"CC","05",6,"2",0,0,0,"CC_2"
"CC","05",6,"3",0,0,0,"CC_3"
"CC","05",6,"4",2,0.187800480769231,61.2074725291422,"CC_4"
"CC","05",6,"5",0,0,0,"CC_5"
"CC","05",6,"6",1,0.0939002403846154,21.4553637684882,"CC_6"
"CC","05",7,"1",1,0.0939002403846154,23.1154941036507,"CC_1"
"CC","05",7,"2",0,0,0,"CC_2"
"CC","05",7,"3",0,0,0,"CC_3"
"CC","05",7,"4",0,0,0,"CC_4"
"CC","05",7,"5",0,0,0,"CC_5"
"CC","05",7,"6",0,0,0,"CC_6"
"CC","05",8,"1",0,0,0,"CC_1"
"CC","05",8,"2",2,0.187800480769231,26.4918870192308,"CC_2"
"CC","05",8,"3",0,0,0,"CC_3"
"CC","05",8,"4",0,0,0,"CC_4"
"CC","05",8,"5",0,0,0,"CC_5"
"CC","05",8,"6",0,0,0,"CC_6"
"CC","05",9,"1",0,0,0,"CC_1"
"CC","05",9,"2",1,0.0939002403846154,18.1162762798796,"CC_2"
"CC","05",9,"3",1,0.0939002403846154,20.6803439174159,"CC_3"
"CC","05",9,"4",1,0.0939002403846154,23.474669723659,"CC_4"
"CC","05",9,"5",0,0,0,"CC_5"
"CC","05",9,"6",1,0.0939002403846154,18.1162762798796,"CC_6"
"CC","06",1,"1",1,0.0498246173469388,17.9160839978441,"CC_1"
"CC","06",1,"2",4,0.199298469387755,45.0833835495817,"CC_2"
"CC","06",1,"3",2,0.0996492346938776,35.7023314286666,"CC_3"
"CC","06",1,"4",1,0.0498246173469388,13.3452693166755,"CC_4"
"CC","06",1,"5",0,0,0,"CC_5"
"CC","06",1,"6",1,0.0498246173469388,21.1904867541872,"CC_6"
"CC","06",2,"1",2,0.0996492346938776,25.7273995535714,"CC_1"
"CC","06",2,"2",1,0.0498246173469388,4.30612244897959,"CC_2"
"CC","06",2,"3",0,0,0,"CC_3"
"CC","06",2,"4",2,0.0996492346938776,15.6212581712372,"CC_4"
"CC","06",2,"5",2,0.0996492346938776,8.61224489795918,"CC_5"
"CC","06",2,"6",1,0.0498246173469388,4.30612244897959,"CC_6"
"CC","06",3,"1",0,0,0,"CC_1"
"CC","06",3,"2",0,0,0,"CC_2"
"CC","06",3,"3",3,0.149473852040816,51.2071878583829,"CC_3"
"CC","06",3,"4",2,0.0996492346938776,47.4501867521462,"CC_4"
"CC","06",3,"5",2,0.0996492346938776,11.1768030060333,"CC_5"
"CC","06",3,"6",1,0.0498246173469388,3.71075848275524,"CC_6"
"CC","06",4,"1",0,0,0,"CC_1"
"CC","06",4,"2",0,0,0,"CC_2"
"CC","06",4,"3",8,0.39859693877551,116.978836179715,"CC_3"
"CC","06",4,"4",0,0,0,"CC_4"
"CC","06",4,"5",0,0,0,"CC_5"
"CC","06",4,"6",0,0,0,"CC_6"
"CC","06",5,"1",0,0,0,"CC_1"
"CC","06",5,"2",5,0.249123086734694,53.9470278497166,"CC_2"
"CC","06",5,"3",5,0.249123086734694,211.751136283299,"CC_3"
"CC","06",5,"4",0,0,0,"CC_4"
"CC","06",5,"5",3,0.149473852040816,11.7530001683426,"CC_5"
"CC","06",5,"6",1,0.0498246173469388,3.23799100678534,"CC_6"
"CC","06",6,"1",0,0,0,"CC_1"
"CC","06",6,"2",1,0.0498246173469388,6.03324945880162,"CC_2"
"CC","06",6,"3",1,0.0498246173469388,11.3844787342999,"CC_3"
"CC","06",6,"4",1,0.0498246173469388,13.6201208446492,"CC_4"
"CC","06",6,"5",1,0.0498246173469388,5.53696784078678,"CC_5"
"CC","06",6,"6",0,0,0,"CC_6"
"CC","06",7,"1",0,0,0,"CC_1"
"CC","06",7,"2",0,0,0,"CC_2"
"CC","06",7,"3",0,0,0,"CC_3"
"CC","06",7,"4",0,0,0,"CC_4"
"CC","06",7,"5",0,0,0,"CC_5"
"CC","06",7,"6",0,0,0,"CC_6"
"CC","06",8,"1",0,0,0,"CC_1"
"CC","06",8,"2",0,0,0,"CC_2"
"CC","06",8,"3",0,0,0,"CC_3"
"CC","06",8,"4",0,0,0,"CC_4"
"CC","06",8,"5",0,0,0,"CC_5"
"CC","06",8,"6",1,0.0498246173469388,3.26551538584184,"CC_6"
"CC","06",9,"1",1,0.0498246173469388,8.36917289259829,"CC_1"
"CC","06",9,"2",1,0.0498246173469388,15.8086518373811,"CC_2"
"CC","06",9,"3",2,0.0996492346938776,35.520965610231,"CC_3"
"CC","06",9,"4",0,0,0,"CC_4"
"CC","06",9,"5",0,0,0,"CC_5"
"CC","06",9,"6",0,0,0,"CC_6"
"CC","07",1,"1",1,0.0530740489130435,16.8591450070405,"CC_1"
"CC","07",1,"2",0,0,0,"CC_2"
"CC","07",1,"3",0,0,0,"CC_3"
"CC","07",1,"4",2,0.106148097826087,162.44542587754,"CC_4"
"CC","07",1,"5",0,0,0,"CC_5"
"CC","07",1,"6",0,0,0,"CC_6"
"CC","07",2,"1",1,0.0530740489130435,15.4809782608696,"CC_1"
"CC","07",2,"2",3,0.15922214673913,21.2784636124321,"CC_2"
"CC","07",2,"3",2,0.106148097826087,32.9788287618886,"CC_3"
"CC","07",2,"4",2,0.106148097826087,12.0329218325408,"CC_4"
"CC","07",2,"5",0,0,0,"CC_5"
"CC","07",2,"6",0,0,0,"CC_6"
"CC","07",3,"1",1,0.0530740489130435,9.44059952445652,"CC_1"
"CC","07",3,"2",0,0,0,"CC_2"
"CC","07",3,"3",2,0.106148097826087,26.1002673495313,"CC_3"
"CC","07",3,"4",0,0,0,"CC_4"
"CC","07",3,"5",0,0,0,"CC_5"
"CC","07",3,"6",1,0.0530740489130435,17.2365404211957,"CC_6"
"CC","07",4,"1",0,0,0,"CC_1"
"CC","07",4,"2",0,0,0,"CC_2"
"CC","07",4,"3",0,0,0,"CC_3"
"CC","07",4,"4",0,0,0,"CC_4"
"CC","07",4,"5",0,0,0,"CC_5"
"CC","07",4,"6",1,0.0530740489130435,18.1755590425545,"CC_6"
"CC","07",5,"1",0,0,0,"CC_1"
"CC","07",5,"2",1,0.0530740489130435,4.13344796325871,"CC_2"
"CC","07",5,"3",6,0.318444293478261,59.63313679148,"CC_3"
"CC","07",5,"4",0,0,0,"CC_4"
"CC","07",5,"5",1,0.0530740489130435,58.8203610552799,"CC_5"
"CC","07",5,"6",1,0.0530740489130435,22.5031721489085,"CC_6"
"CC","07",6,"1",1,0.0530740489130435,16.1543898316015,"CC_1"
"CC","07",6,"2",0,0,0,"CC_2"
"CC","07",6,"3",1,0.0530740489130435,12.0951829595915,"CC_3"
"CC","07",6,"4",0,0,0,"CC_4"
"CC","07",6,"5",0,0,0,"CC_5"
"CC","07",6,"6",0,0,0,"CC_6"
"CC","07",7,"1",0,0,0,"CC_1"
"CC","07",7,"2",0,0,0,"CC_2"
"CC","07",7,"3",0,0,0,"CC_3"
"CC","07",7,"4",0,0,0,"CC_4"
"CC","07",7,"5",0,0,0,"CC_5"
"CC","07",7,"6",0,0,0,"CC_6"
"CC","07",8,"1",0,0,0,"CC_1"
"CC","07",8,"2",0,0,0,"CC_2"
"CC","07",8,"3",0,0,0,"CC_3"
"CC","07",8,"4",0,0,0,"CC_4"
"CC","07",8,"5",0,0,0,"CC_5"
"CC","07",8,"6",0,0,0,"CC_6"
"CC","07",9,"1",1,0.0530740489130435,10.2396344190624,"CC_1"
"CC","07",9,"2",0,0,0,"CC_2"
"CC","07",9,"3",0,0,0,"CC_3"
"CC","07",9,"4",0,0,0,"CC_4"
"CC","07",9,"5",0,0,0,"CC_5"
"CC","07",9,"6",0,0,0,"CC_6"
"CC","08",1,"1",1,0.0508626302083333,16.1566806317471,"CC_1"
"CC","08",1,"2",0,0,0,"CC_2"
"CC","08",1,"3",1,0.0508626302083333,10.7857602796158,"CC_3"
"CC","08",1,"4",0,0,0,"CC_4"
"CC","08",1,"5",1,0.0508626302083333,10.7857602796158,"CC_5"
"CC","08",1,"6",0,0,0,"CC_6"
"CC","08",2,"1",0,0,0,"CC_1"
"CC","08",2,"2",1,0.0508626302083333,4.39583333333333,"CC_2"
"CC","08",2,"3",1,0.0508626302083333,9.93891906738281,"CC_3"
"CC","08",2,"4",1,0.0508626302083333,7.36108907063802,"CC_4"
"CC","08",2,"5",2,0.101725260416667,21.0948486328125,"CC_5"
"CC","08",2,"6",0,0,0,"CC_6"
"CC","08",3,"1",1,0.0508626302083333,12.4104817708333,"CC_1"
"CC","08",3,"2",2,0.101725260416667,13.9757537841797,"CC_2"
"CC","08",3,"3",3,0.152587890625,37.97607421875,"CC_3"
"CC","08",3,"4",0,0,0,"CC_4"
"CC","08",3,"5",1,0.0508626302083333,11.4742652648234,"CC_5"
"CC","08",3,"6",3,0.152587890625,32.0981597900391,"CC_6"
"CC","08",4,"1",0,0,0,"CC_1"
"CC","08",4,"2",11,0.559488932291667,173.68985159709,"CC_2"
"CC","08",4,"3",0,0,0,"CC_3"
"CC","08",4,"4",0,0,0,"CC_4"
"CC","08",4,"5",3,0.152587890625,29.0567324784835,"CC_5"
"CC","08",4,"6",1,0.0508626302083333,7.60445975364157,"CC_6"
"CC","08",5,"1",0,0,0,"CC_1"
"CC","08",5,"2",0,0,0,"CC_2"
"CC","08",5,"3",2,0.101725260416667,48.6337576116202,"CC_3"
"CC","08",5,"4",0,0,0,"CC_4"
"CC","08",5,"5",0,0,0,"CC_5"
"CC","08",5,"6",0,0,0,"CC_6"
"CC","08",6,"1",1,0.0508626302083333,9.79531316231449,"CC_1"
"CC","08",6,"2",0,0,0,"CC_2"
"CC","08",6,"3",0,0,0,"CC_3"
"CC","08",6,"4",0,0,0,"CC_4"
"CC","08",6,"5",0,0,0,"CC_5"
"CC","08",6,"6",0,0,0,"CC_6"
"CC","08",7,"1",0,0,0,"CC_1"
"CC","08",7,"2",0,0,0,"CC_2"
"CC","08",7,"3",0,0,0,"CC_3"
"CC","08",7,"4",1,0.0508626302083333,3.16433147802499,"CC_4"
"CC","08",7,"5",0,0,0,"CC_5"
"CC","08",7,"6",0,0,0,"CC_6"
"CC","08",8,"1",0,0,0,"CC_1"
"CC","08",8,"2",0,0,0,"CC_2"
"CC","08",8,"3",0,0,0,"CC_3"
"CC","08",8,"4",0,0,0,"CC_4"
"CC","08",8,"5",0,0,0,"CC_5"
"CC","08",8,"6",0,0,0,"CC_6"
"CC","08",9,"1",0,0,0,"CC_1"
"CC","08",9,"2",1,0.0508626302083333,16.1379987506598,"CC_2"
"CC","08",9,"3",0,0,0,"CC_3"
"CC","08",9,"4",0,0,0,"CC_4"
"CC","08",9,"5",1,0.0508626302083333,6.34162990042929,"CC_5"
"CC","08",9,"6",0,0,0,"CC_6"
"CC","09",1,"1",1,0.0498246173469388,13.9108324455913,"CC_1"
"CC","09",1,"2",2,0.0996492346938776,12.2452268464293,"CC_2"
"CC","09",1,"3",0,0,0,"CC_3"
"CC","09",1,"4",0,0,0,"CC_4"
"CC","09",1,"5",0,0,0,"CC_5"
"CC","09",1,"6",0,0,0,"CC_6"
"CC","09",2,"1",2,0.0996492346938776,20.9303202726403,"CC_1"
"CC","09",2,"2",0,0,0,"CC_2"
"CC","09",2,"3",0,0,0,"CC_3"
"CC","09",2,"4",0,0,0,"CC_4"
"CC","09",2,"5",1,0.0498246173469388,4.30612244897959,"CC_5"
"CC","09",2,"6",0,0,0,"CC_6"
"CC","09",3,"1",3,0.149473852040816,21.7136716954173,"CC_1"
"CC","09",3,"2",5,0.249123086734694,42.2076238591839,"CC_2"
"CC","09",3,"3",1,0.0498246173469388,14.073486328125,"CC_3"
"CC","09",3,"4",1,0.0498246173469388,6.22448979591837,"CC_4"
"CC","09",3,"5",1,0.0498246173469388,11.2400965859495,"CC_5"
"CC","09",3,"6",2,0.0996492346938776,9.88130766619084,"CC_6"
"CC","09",4,"1",0,0,0,"CC_1"
"CC","09",4,"2",0,0,0,"CC_2"
"CC","09",4,"3",1,0.0498246173469388,10.9441622548186,"CC_3"
"CC","09",4,"4",0,0,0,"CC_4"
"CC","09",4,"5",1,0.0498246173469388,92.6453149440588,"CC_5"
"CC","09",4,"6",0,0,0,"CC_6"
"CC","09",5,"1",2,0.0996492346938776,99.357000419228,"CC_1"
"CC","09",5,"2",4,0.199298469387755,124.592630149275,"CC_2"
"CC","09",5,"3",1,0.0498246173469388,4.74599662529113,"CC_3"
"CC","09",5,"4",3,0.149473852040816,17.6345720545072,"CC_4"
"CC","09",5,"5",0,0,0,"CC_5"
"CC","09",5,"6",1,0.0498246173469388,13.746670571471,"CC_6"
"CC","09",6,"1",0,0,0,"CC_1"
"CC","09",6,"2",1,0.0498246173469388,10.838261064912,"CC_2"
"CC","09",6,"3",0,0,0,"CC_3"
"CC","09",6,"4",0,0,0,"CC_4"
"CC","09",6,"5",0,0,0,"CC_5"
"CC","09",6,"6",1,0.0498246173469388,9.7289883571798,"CC_6"
"CC","09",7,"1",0,0,0,"CC_1"
"CC","09",7,"2",0,0,0,"CC_2"
"CC","09",7,"3",0,0,0,"CC_3"
"CC","09",7,"4",0,0,0,"CC_4"
"CC","09",7,"5",0,0,0,"CC_5"
"CC","09",7,"6",0,0,0,"CC_6"
"CC","09",8,"1",0,0,0,"CC_1"
"CC","09",8,"2",0,0,0,"CC_2"
"CC","09",8,"3",0,0,0,"CC_3"
"CC","09",8,"4",0,0,0,"CC_4"
"CC","09",8,"5",0,0,0,"CC_5"
"CC","09",8,"6",0,0,0,"CC_6"
"CC","09",9,"1",0,0,0,"CC_1"
"CC","09",9,"2",0,0,0,"CC_2"
"CC","09",9,"3",0,0,0,"CC_3"
"CC","09",9,"4",0,0,0,"CC_4"
"CC","09",9,"5",1,0.0498246173469388,19.3580373121505,"CC_5"
"CC","09",9,"6",0,0,0,"CC_6"
"CC","10",1,"1",0,0,0,"CC_1"
"CC","10",1,"2",0,0,0,"CC_2"
"CC","10",1,"3",1,0.048828125,8.93830258385486,"CC_3"
"CC","10",1,"4",0,0,0,"CC_4"
"CC","10",1,"5",0,0,0,"CC_5"
"CC","10",1,"6",1,0.048828125,24.7963620580358,"CC_6"
"CC","10",2,"1",0,0,0,"CC_1"
"CC","10",2,"2",0,0,0,"CC_2"
"CC","10",2,"3",2,0.09765625,12.7520806780081,"CC_3"
"CC","10",2,"4",1,0.048828125,7.0666455078125,"CC_4"
