"site","grid","visit","abundance","density","biomass","Richness","shannon","raoQ","fric","feve","fdis"
"PR","34","1",1,0.0659839527027027,9.92882930633475,4,0,0,0,0,0
"PR","35","1",0,0,0,0,0,0,0,0,0
"PR","36","1",10,0.508626302083333,70.6140225935568,5,0.673011667009257,0.0783673469387755,0,0,0.274285714285714
"PR","37","1",2,0.11625744047619,20.7290319166117,5,0.693147180559945,0.0816326530612245,0,0,0.285714285714285
"PR","38","1",0,0,0,0,0,0,0,0,0
"PR","39","1",0,0,0,0,0,0,0,0,0
"PR","40","1",7,0.42724609375,444.6992824313,6,0.955699891112534,0.123281965847563,0.0153893207572446,0.75000000000367,0.339237262690868
"PR","41","1",1,0.0581287202380952,5.45596106221306,4,0,0,0,0,0
"PR","42","1",2,0.11625744047619,12.1150144674965,5,0.693147180559945,0,0,0,1.00881645809697e-08
"PR","43","1",1,0.0904224537037037,12.5872494591051,4,0,0,0,0,0
"PR","44","1",4,0.271267361111111,21.8117688667023,5,0.693147180559945,0.0816326530612245,0,0,0.285714285714285
"PR","45","1",3,0.209263392857143,95.766466755204,6,1.09861228866811,0.249433106575964,0.0535834891045115,0.954451150102967,0.494739739180447
"PR","46","1",2,0.119092987804878,9.8084167802082,4,0,0,0,0,0
"PR","47","1",1,0.0519448138297872,8.25637215312058,4,0,0,0,0,0
"PR","48","1",4,0.207779255319149,27.7604549809456,5,0.562335144618808,0.0612244897959184,0,0,0.214285714285714
"PR","49","1",3,0.166459517045455,67.3431068704606,6,1.09861228866811,0.0748299319727891,0.000856963045084002,0.666666666666188,0.260675163610037
"PR","50","1",6,0.252559267241379,19.6556885926459,4,0,0,0,0,0
"PR","51","1",4,0.207779255319149,62.2671845241158,5,0.562335144618808,0.137755102040816,0,0,0.321428571428571
"PR","52","1",2,0.0996492346938776,8.20664732339283,4,0,0,0,0,0
"PR","53","1",3,0.149473852040816,13.0238725105839,6,1.09861228866811,0.072562358276644,0,0,0.253968253968254
"PR","54","1",1,0.0498246173469388,3.1520250658025,4,0,0,0,0,0
"PR","55","1",3,0.155834441489362,13.7674258488008,6,1.09861228866811,0.072562358276644,0,0,0.253968253968254
"PR","56","1",2,0.1220703125,11.0133517332944,4,0,0,0,0,0
"PR","57","1",4,0.232514880952381,31.4086588941682,4,0,0,0,0,0
"PR","58","1",3,0.152587890625,24.4077860741355,5,0.636514168294813,0.072562358276644,0,0,0.253968253968254
"PR","59","1",1,0.0659839527027027,4.85441900548584,4,0,0,0,0,0
"PR","60","1",1,0.0406901041666667,3.64169854958459,4,0,0,0,0,0
"PR","61","1",3,0.236265120967742,18.8378146336627,4,0,0,0,0,0
"PR","62","1",1,0.0697544642857143,66.5360059165977,4,0,0,0,0,0
"PR","63","1",0,0,0,0,0,0,0,0,0
"PR","64","1",2,0.1220703125,14.4161508956705,4,0,0,0,0,0
"PR","65","1",3,0.155834441489362,70.1879192148518,5,0.636514168294813,0.0408163265306122,0,0,0.19047619047619
"PR","66","1",2,0.125200320512821,27.1017311387823,5,0.693147180559945,0,0,0,7.49497742406834e-09
"PR","67","1",2,0.125200320512821,42.2194083287108,5,0.693147180559945,0.0816326530612245,0,0,0.285714285714286
"PR","68","1",1,0.06103515625,11.0087986958121,4,0,0,0,0,0
"PR","69","1",2,0.139508928571429,22.7228683872464,4,0,0,0,0,0
"PR","70","1",1,0.0642475328947368,5.79784006140867,4,0,0,0,0,0
"PR","71","1",2,0.125200320512821,11.428033819611,4,0,0,0,0,0
"PR","72","1",1,0.0841864224137931,13.1745737492171,4,0,0,0,0,0
"PR","73","1",2,0.1220703125,15.6389941258499,4,0,0,0,0,0
"PR","74","1",1,0.059546493902439,67.3869171049303,4,0,0,0,0,0
"PR","75","1",3,0.152587890625,28.1904135736316,5,0.636514168294813,0.072562358276644,0,0,0.253968253968254
"PR","76","1",1,0.0519448138297872,12.6745345744681,4,0,0,0,0,0
"PR","77","1",2,0.0939002403846154,11.0893468428234,4,0,0,0,0,0
"PR","78","1",0,0,0,0,0,0,0,0,0
"PR","79","1",1,0.0542534722222222,12.1892795138889,4,0,0,0,0,0
"PR","80","1",3,0.155834441489362,38.1653697522074,6,1.09861228866811,0.0770975056689342,0.0377566956940063,0.999999999997637,0.274260070315322
"PR","81","1",71,4.68486064189189,465.266510615362,4,0,0,0,0,0
"PR","82","1",4,0.227107558139535,65.6666981746625,6,1.03972077083992,0.136479591836735,0.0152140250051669,0.944271910005896,0.357072436249922
"PR","83","1",6,0.298947704081633,32.9615704462155,8,1.56071040904141,0.113945578231292,0.037876144794136,0.666666666666667,0.336907165359349
"PR","84","1",1,0.0519448138297872,3.8686630990427,4,0,0,0,0,0
"PR","85","1",2,0.128495065789474,11.728771551706,4,0,0,0,0,0
"PR","86","1",3,0.192742598684211,43.7315905405609,6,1.09861228866811,0.0748299319727891,0.000856963045084001,0.666666666666188,0.260675163610037
"PR","87","1",2,0.11625744047619,8.74204329398967,5,0.693147180559945,0.0459183673469388,0,0,0.214285714285714
"PR","88","1",2,0.135633680555556,11.0839761079124,5,0.693147180559945,0.0816326530612245,0,0,0.285714285714285
"PR","89","1",9,0.48828125,122.412221798381,7,1.31078367809971,0.157722348198539,0.0559443639885235,0.88037534540382,0.395498642202028
"PR","90","1",2,0.0887784090909091,10.2702690608626,5,0.693147180559945,0.0459183673469388,0,0,0.214285714285715
"PR","91","1",2,0.11625744047619,9.61954752604167,5,0.693147180559945,0.183673469387755,0,0,0.428571428571428
"PR","92","1",1,0.0530740489130435,38.3814333500803,4,0,0,0,0,0
"PR","93","1",4,0.207779255319149,22.6660656720558,6,1.03972077083992,0.0816326530612245,0,0,0.285714285714285
"PR","94","1",3,0.166459517045455,14.1847140194207,5,0.636514168294813,0.072562358276644,0,0,0.253968253968254
"PR","95","1",0,0,0,0,0,0,0,0,0
"PR","96","1",3,0.12,11.5728514811102,5,0.636514168294813,0.113378684807256,0,0,0.317460317460317
"PR","97","1",2,0.08,7.06671283951255,5,0.693147180559945,0.0816326530612245,0,0,0.285714285714286
"PR","98","1",4,0.203450520833333,15.5490621155714,6,1.03972077083992,0.102040816326531,0.0306641669839252,0.799999999998696,0.312700151330962
"PR","99","1",1,0.0542534722222222,6.77777777777778,4,0,0,0,0,0
"PR","100","1",2,0.11625744047619,8.70253908660712,4,0,0,0,0,0
"PC","01","1",2,0.162760416666667,31.4218788489747,5,0.693147180559945,0.25,0,0,0.5
"PC","02","1",2,0.162760416666667,17.7699268283509,4,0,0,0,0,0
"PC","03","1",1,0.0659839527027027,16.7655789402239,4,0,0,0,0,0
"PC","04","1",0,0,0,0,0,0,0,0,0
"PC","05","1",1,0.0718060661764706,17.2985552619485,4,0,0,0,0,0
"PC","06","1",2,0.147964015151515,29.0105404842081,5,0.693147180559945,0.0459183673469388,0,0,0.214285714285715
"PC","07","1",0,0,0,0,0,0,0,0,0
"PC","08","1",3,0.178639481707317,206.179749631097,6,1.09861228866811,0.258503401360544,0.0402625643897487,0.861001748085509,0.498673140714265
"PC","09","1",4,0.217013888888889,188.595217894773,6,1.03972077083992,0.0548469387755102,0.00411866736402276,0.555852595256564,0.196428571428578
"PC","10","1",0,0,0,0,0,0,0,0,0
"PC","11","1",11,0.767299107142857,160.738008742354,8,1.41427906512471,0.102209478832855,0.0269797900846925,0.857456515047846,0.308986192422103
"PC","12","1",1,0.0813802083333333,28.320703125,4,0,0,0,0,0
"PC","13","1",0,0,0,0,0,0,0,0,0
"PC","14","1",1,0.04,66.5410324357898,4,0,0,0,0,0
"PC","15","1",3,0.187800480769231,31.9204111750466,5,0.636514168294813,0.222222222222222,0,0,0.444444444444444
"PC","16","1",1,0.0542534722222222,5.14020386032361,4,0,0,0,0,0
"PC","17","1",1,0.0659839527027027,7.13151765702221,4,0,0,0,0,0
"PC","18","1",3,0.18310546875,189.750259806308,4,0,0,0,0,0
"PC","19","1",9,0.48828125,123.293827681398,8,1.42706104338072,0.136558327034517,0.0736335620319391,0.846072476945171,0.362263278660157
"PC","20","1",1,0.0452112268518518,98.7523419690352,4,0,0,0,0,0
"PC","21","1",9,0.6103515625,108.909682525667,9,1.58109375017182,0.163265306122449,0.134473463807943,0.625090199284587,0.383994582985478
"PC","22","1",2,0.135633680555556,20.4177938495425,5,0.693147180559945,0.25,0,0,0.5
"PC","23","1",2,0.108506944444444,35.66513671875,4,0,0,0,0,0
"PC","24","1",0,0,0,0,0,0,0,0,0
"PC","25","1",2,0.125200320512821,34.7643932963171,5,0.693147180559945,0.0204081632653061,0,0,0.142857142857143
"PC","26","1",3,0.203450520833333,84.0042114257813,5,0.636514168294813,0.222222222222222,0,0,0.444444444444444
"PC","27","1",5,0.339084201388889,66.4322032337895,5,0.673011667009257,0.0440816326530612,0,0,0.205714285714285
"PC","28","1",5,0.30517578125,94.5922571518338,6,0.950270539233235,0.0685714285714286,0.00252469877931951,0.666666666661687,0.24677016321251
"PC","29","1",13,0.738099563953488,144.90262606739,9,1.69773359137439,0.111943002052892,0.0814295845476991,0.704545454544728,0.323454033596247
"PC","30","1",3,0.15922214673913,23.2529924296923,4,0,0,0,0,0
"PC","31","1",5,0.329919763513513,98.5303663130188,7,1.33217904021012,0.172244897959184,0.112047460992565,0.875000000002866,0.411373604260554
"PC","32","1",1,0.06103515625,4.90892737279071,4,0,0,0,0,0
"PC","33","1",4,0.212296195652174,101.94234350526,6,1.03972077083992,0.0637755102040816,6.97188914996861e-05,0.666666666657724,0.224036360909598
"PC","34","1",10,0.659839527027027,135.128866500664,10,1.83437197028162,0.186530612244898,0.194390751591997,0.896990461664299,0.422781475818329
"PC","35","1",2,0.125200320512821,33.9749334182006,5,0.693147180559945,0.25,0,0,0.5
"PC","36","1",4,0.271267361111111,90.6232390366702,6,1.03972077083992,0.193877551020408,0.0903109522530075,0.640754482037412,0.406111265734497
"PC","37","1",1,0.0678168402777778,7.56394067599405,4,0,0,0,0,0
"PC","38","1",42,2.62920673076923,673.528887897325,14,1.59801107221192,0.120424360220279,0.251335433077476,0.696599102096014,0.313829781456216
"PC","39","1",6,0.357278963414634,66.8818139985719,7,1.32966134885476,0.0561224489795918,0.0390061173729369,0.5,0.232229231281695
"PC","40","1",3,0.15922214673913,23.7680529727677,6,1.09861228866811,0.113378684807256,0,0,0.317460317460318
"PC","41","1",5,0.329919763513513,36.3834623195984,7,1.33217904021012,0.083265306122449,0.0166473466972726,0.999999999995096,0.274204002713516
"PC","42","1",22,1.57973345588235,1106.98408331349,8,0.838727852900336,0.0644290774160904,0.0255664207910195,0.416666666665652,0.197179178138389
"PC","43","1",6,0.406901041666667,174.963923669852,7,1.32966134885476,0.136621315192744,0.0224809432905408,0.884354483667982,0.364827611079585
"PC","44","1",4,0.325520833333333,215.610954535894,6,1.03972077083992,0.147959183673469,0.0407303389833566,0.854101966240759,0.380904936616216
"PC","45","1",6,0.48828125,79.5080763889488,9,1.79175946922805,0.108843537414966,0.0417799821495512,0.75,0.323617245005793
"PC","46","1",3,0.244140625,35.6097132211295,6,1.09861228866811,0.195011337868481,0.0528663486982173,0.999999999998047,0.439646279422098
"PC","47","1",3,0.244140625,127.457486979167,5,0.636514168294813,0.113378684807256,0,0,0.317460317460317
"PC","48","1",9,0.732421875,504.665631885146,9,1.73512645696292,0.165784832451499,0.117143513179061,0.927396826908482,0.383071464916013
"PC","49","1",2,0.147964015151515,21.9393034146916,5,0.693147180559945,0.127551020408163,0,0,0.357142857142857
"PC","50","1",0,0,0,0,0,0,0,0,0
"PC","51","1",2,0.139508928571429,27.5609035032658,4,0,0,0,0,0
"PC","52","1",5,0.321237664473684,49.8222728664548,6,0.950270539233235,0.0571428571428571,0.00466677148075588,0.999999999999527,0.214283411557619
"PC","53","1",0,0,0,0,0,0,0,0,0
"PC","54","1",1,0.0813802083333333,17.0246988932292,4,0,0,0,0,0
"PC","55","1",1,0.0813802083333333,28.320703125,4,0,0,0,0,0
"PC","56","1",4,0.271267361111111,44.0310395903535,6,1.03972077083992,0.1875,0,0,0.375
"PC","57","1",4,0.238185975609756,78.3673710510449,6,1.03972077083992,0.211734693877551,0.0369401972168664,0.704940890179744,0.436801193145747
"PC","58","1",0,0,0,0,0,0,0,0,0
"PC","59","1",2,0.119092987804878,26.6456043647145,5,0.693147180559945,0.183673469387755,0,0,0.428571428571428
"PC","60","1",0,0,0,0,0,0,0,0,0
"PC","61","1",3,0.192742598684211,41.581207825002,6,1.09861228866811,0.154195011337868,0.00618997479732343,0.999999999995403,0.381796280340046
"PC","62","1",6,0.375600961538462,88.4771580357226,7,1.242453324894,0.0861678004535147,0.0127260848282654,0.5,0.269095801396635
"PC","63","1",0,0,0,0,0,0,0,0,0
"PC","64","1",8,0.48828125,131.694264601295,8,1.49417513828931,0.216517857142857,0.0461894939605421,0.849220991000807,0.458056172317267
"PC","65","1",3,0.178639481707317,84.5395536199027,5,0.636514168294813,0.072562358276644,0,0,0.253968253968255
"PC","66","1",2,0.0996492346938776,29.34228515625,4,0,0,0,0,0
"PC","67","1",6,0.348772321428571,60.1510750046316,6,1.01140426470735,0.171201814058957,0.0369401972168664,0.790223016543428,0.376645655016652
"PC","68","1",7,0.379774305555556,52.8715245144711,9,1.74786809746676,0.198250728862974,0.21135536389604,0.74519052838448,0.435749585487688
"PC","69","1",3,0.192742598684211,39.856201171875,4,0,0,0,0,0
"PC","70","1",4,0.348772321428571,155.205426897321,4,0,0,0,0,0
"PC","71","1",5,0.321237664473684,62.7172185211348,7,1.33217904021012,0.177142857142857,0.082043697795359,0.875000000001011,0.401908444425371
"PC","72","1",4,0.199298469387755,44.8696768527285,6,1.03972077083992,0.211734693877551,0.0382066504203957,0.704940890178352,0.436801193145747
"PC","73","1",1,0.0567768895348837,11.9702943313954,4,0,0,0,0,0
"PC","74","1",3,0.187800480769231,16.5163954234457,6,1.09861228866811,0.072562358276644,0,0,0.253968253968254
"PC","75","1",2,0.11625744047619,24.621099562872,5,0.693147180559945,0.25,0,0,0.5
"PC","76","1",7,0.68359375,236.241311965059,9,1.74786809746676,0.201166180758017,0.135853823158311,0.706087524044235,0.437312143567878
"PC","77","1",4,0.263935810810811,51.7132737972637,6,1.03972077083992,0.25,0,0,0.5
"PC","78","1",4,0.221946022727273,30.474833925074,5,0.693147180559945,0.25,0,0,0.5
"PC","79","1",6,0.375600961538462,49.7718103874044,6,1.01140426470735,0.246031746031746,0.0369401972168664,0.957550765358277,0.494060353267406
"PC","80","1",3,0.174386160714286,32.861598577688,5,0.636514168294813,0.163265306122449,0,0,0.380952380952381
"PC","81","1",3,0.15922214673913,18.3635675384441,6,1.09861228866811,0.072562358276644,0,0,0.253968253968253
"PC","82","1",0,0,0,0,0,0,0,0,0
"PC","83","1",2,0.162760416666667,65.6122406434707,5,0.693147180559945,0.0204081632653061,0,0,0.142857142857143
"PC","84","1",3,0.209263392857143,58.1938351693508,5,0.636514168294813,0.222222222222222,0,0,0.444444444444444
"PC","85","1",4,0.263935810810811,56.352027953786,6,1.03972077083992,0.19515306122449,0.058037526516897,0.970562748472846,0.440993694093648
"PC","86","1",2,0.11625744047619,96.8580805369558,5,0.693147180559945,0.0816326530612245,0,0,0.285714285714286
"PC","87","1",3,0.197951858108108,21.3201207796283,5,0.636514168294813,0.222222222222222,0,0,0.444444444444444
"PC","88","1",1,0.0678168402777778,10.7421875,4,0,0,0,0,0
"PC","89","1",1,0.0697544642857143,11.0491071428571,4,0,0,0,0,0
"PC","90","1",2,0.139508928571429,18.3118252679918,5,0.693147180559945,0.183673469387755,0,0,0.428571428571428
"PC","91","1",3,0.15922214673913,119.643658846932,6,1.09861228866811,0.0748299319727891,0.00027125846479721,0.666666666658842,0.260675163610038
"PC","92","1",1,0.0469501201923077,4.23688312179864,4,0,0,0,0,0
"PC","93","1",1,0.0697544642857143,5.65714285714286,4,0,0,0,0,0
"PC","94","1",3,0.197951858108108,48.3610772133338,5,0.636514168294813,0.222222222222222,0,0,0.444444444444444
"PC","95","1",3,0.18310546875,83.69560546875,4,0,0,0,0,0
"PC","96","1",2,0.119092987804878,51.1589444184062,5,0.693147180559945,0.0459183673469388,0,0,0.214285714285715
"PC","97","1",2,0.119092987804878,10.1291778129271,4,0,0,0,0,0
"PC","98","1",6,0.298947704081633,51.6652435191867,6,1.01140426470735,0.13718820861678,0.0451895560141103,0.888888888888024,0.327002080962602
"PC","99","1",1,0.0460642688679245,60.7423813941232,4,0,0,0,0,0
"PC","100","1",5,0.30517578125,35.0213413179704,5,0.673011667009257,0.0783673469387755,0,0,0.274285714285714
"CC","01","1",4,0.177556818181818,97.8208446746633,6,1.03972077083992,0.0956632653061224,0.0169229717107692,0.928203230275001,0.287662273916509
"CC","02","1",7,0.712076822916667,128.458986580964,8,1.5498260458782,0.0641399416909621,0.004879820880003,0.565943506916231,0.205831646806787
"CC","03","1",2,0.212296195652174,558.00426026249,5,0.693147180559945,0.127551020408163,0,0,0.357142857142857
"CC","04","1",1,0.101725260416667,9.10424637396149,4,0,0,0,0,0
"CC","05","1",12,1.12680288461538,582.897952433661,8,1.23426786607908,0.0843253968253968,0.0951831165687722,0.65798115794047,0.250006671673417
"CC","06","1",4,0.199298469387755,52.0126564440138,6,1.03972077083992,0.0573979591836734,0.0390061173729369,0.800000000001623,0.234525113498221
"CC","07","1",5,0.265370244565217,68.1747470430305,8,1.6094379124341,0.122448979591837,0.0955445899745322,0.962764936498209,0.342431958080015
"CC","08","1",3,0.152587890625,38.362475564895,6,1.09861228866811,0.0929705215419501,0.0305106508338934,0.928203230278208,0.302827020266449
"CC","09","1",8,0.39859693877551,155.911824832877,8,1.55958115625988,0.134885204081633,0.0630368926986046,0.666666666666667,0.359388767548985
"CC","10","1",0,0,0,0,0,0,0,0,0
"CC","11","1",10,0.400230532786885,92.042398525267,10,1.83437197028162,0.093469387755102,0.0845466202221339,0.753553478132355,0.294298068735529
"CC","12","1",8,0.415558510638298,212.430387907074,8,1.38629436111989,0.135841836734694,0.112355751791977,0.702862960484441,0.349057894234715
"CC","13","1",6,0.348772321428571,78.7035826703678,7,1.32966134885476,0.0691609977324263,0.0293846504858632,0.803847577294211,0.249054008434397
"CC","14","1",11,0.44,261.919458720752,12,2.14584175259475,0.147073705515264,0.113124689126685,0.79084262640976,0.378227049831208
"CC","15","1",4,0.279017857142857,62.3568091691358,7,1.38629436111989,0.125,0.0205722024229438,0.5,0.346674421882408
"CC","16","1",4,0.263935810810811,47.9985125126984,6,1.03972077083992,0.0956632653061224,0,0,0.267857142857143
"CC","17","1",1,0.0581287202380952,6.28252745975766,4,0,0,0,0,0
"CC","18","1",3,0.155834441489362,28.653729168152,6,1.09861228866811,0.149659863945578,0.0254081524305237,0.944271909999931,0.38515587715005
"CC","19","1",2,0.09765625,21.6501545610056,5,0.693147180559945,0,0,0,7.49497742406834e-09
"CC","20","1",5,0.230321344339623,41.6210472661476,6,0.950270539233235,0.0522448979591837,0,0,0.182857142857143
"CC","21","1",3,0.187800480769231,18.0441228901103,6,1.09861228866811,0.113378684807256,0.00287528969743998,0.92820323027076,0.329446131686437
"CC","22","1",7,0.406901041666667,553.311023206908,10,1.94591014905531,0.115368596418159,0.0488637675115255,0.876844516799929,0.321884078833492
"CC","23","1",5,0.321237664473684,29.0197447053436,7,1.33217904021012,0.109387755102041,0.0602810521012943,0.950961894323756,0.309942638791014
"CC","24","1",11,0.745985243055556,95.0217245733279,10,1.84622021932163,0.122111654579187,0.0678780537546532,0.771428571429975,0.342286601536653
"CC","25","1",12,0.697544642857143,560.468053941999,11,1.93560050545395,0.119756235827664,0.104862363889871,0.778047624007198,0.338645882561017
"CC","26","1",6,0.457763671875,97.7274297775446,7,1.242453324894,0.184240362811791,0.0611656565790003,0.865997676213234,0.42534081444595
"CC","27","1",13,0.906808035714286,343.49357794538,11,1.99150936135661,0.159642555246951,0.0947528565343943,0.91066333641776,0.38999908361849
"CC","28","1",5,0.3814697265625,89.9803215351652,7,1.33217904021012,0.146938775510204,0.0413718841286518,0.875000000004155,0.380906050115641
"CC","29","1",1,0.0435965401785714,38.0289589002859,4,0,0,0,0,0
"CC","30","1",4,0.227107558139535,158.006199968263,7,1.38629436111989,0.130102040816327,0.0267196678258255,0.89180581245225,0.358155946904458
"CC","31","1",1,0.0542534722222222,7.23783689283092,4,0,0,0,0,0
"CC","32","1",1,0.0435965401785714,2.55347189275405,4,0,0,0,0,0
"CC","33","1",1,0.0678168402777778,3.97206738872852,4,0,0,0,0,0
"CC","34","1",2,0.232514880952381,25.1196293163463,5,0.693147180559945,0,0,0,1.00881645809697e-08
"CC","35","1",1,0.0581287202380952,3.40462919033873,4,0,0,0,0,0
"CC","36","1",3,0.215418198529412,30.8373325920462,6,1.09861228866811,0.108843537414966,0.0306641669839252,0.999999999998641,0.329914439536929
"CC","37","1",9,0.732421875,182.52463017672,11,2.04319187054512,0.129755605946082,0.100245504887858,0.902103326792967,0.351051639089808
"CC","38","1",0,0,0,0,0,0,0,0,0
"CC","39","1",4,0.279017857142857,28.7740305105903,6,1.03972077083992,0.0931122448979592,0.0177788969817335,0.869929034694286,0.302778401808305
"CC","40","1",2,0.128495065789474,6.67913240923039,5,0.693147180559945,0.183673469387755,0,0,0.428571428571428
"CC","41","1",5,0.249123086734694,75.3630329325237,7,1.33217904021012,0.188571428571429,0.123472653360069,0.948798108834334,0.432308771296266
"CC","42","1",2,0.080046106557377,14.7278027318249,5,0.693147180559945,0.0459183673469388,0,0,0.214285714285714
"CC","43","1",7,0.356038411458333,121.333185662468,8,1.47507631105469,0.126613910870471,0.181407905354659,0.849080152987806,0.332000091738509
"CC","44","1",3,0.203450520833333,57.5635615701608,6,1.09861228866811,0.0408163265306122,0,0,0.19047619047619
"CC","45","1",5,0.321237664473684,204.377119832891,6,0.950270539233235,0.169795918367347,0.0528663486982173,0.666666666664931,0.388640795556887
"CC","46","1",2,0.135633680555556,24.3013566225551,5,0.693147180559945,0.0459183673469388,0,0,0.214285714285715
"CC","47","1",0,0,0,0,0,0,0,0,0
"CC","48","1",2,0.0996492346938776,9.46659200722097,5,0.693147180559945,0,0,0,1.86839795025958e-09
"CC","49","1",3,0.215418198529412,86.4523659719127,6,1.09861228866811,0.0975056689342403,0.0110443965420353,0.999999999995639,0.296490734699882
"CC","50","1",11,0.8392333984375,211.894523630381,11,2.01981499249295,0.185360094451003,0.217472496399588,0.865318649556598,0.418109429673078
"CC","51","1",0,0,0,0,0,0,0,0,0
"CC","52","1",22,0.895182291666667,297.006541175529,12,1.72934596537923,0.136279305110474,0.129019807639366,0.660274118286546,0.356522635709576
"CC","53","1",5,0.283884447674419,72.0630322878639,7,1.33217904021012,0.107755102040816,0.00287528969743999,0.5,0.314125090635901
"CC","54","1",5,0.321237664473684,99.8772192140192,7,1.33217904021012,0.155102040816327,0.0848307529108154,0.85443808881324,0.380749764494059
"CC","55","1",3,0.203450520833333,37.1150945579418,6,1.09861228866811,0.113378684807256,0.0757354339060786,0.928203230268959,0.329446131686436
"CC","56","1",3,0.203450520833333,49.7730181114879,6,1.09861228866811,0.0770975056689342,0.0377566956940063,0.999999999997637,0.274260070315322
"CC","57","1",2,0.135633680555556,29.3367909074439,5,0.693147180559945,0.0459183673469388,0,0,0.214285714285714
"CC","58","1",4,0.217013888888889,60.7972948534198,7,1.38629436111989,0.0956632653061224,0.0137901185610733,0.5,0.28766227391651
"CC","59","1",8,0.673491379310345,259.236999308874,8,1.49417513828931,0.135204081632653,0.0823344033292616,0.80012030912002,0.359872960858458
"CC","60","1",5,0.2,87.649144913509,8,1.6094379124341,0.189387755102041,0.153038737788311,0.666666666666667,0.4055312338072
"CC","61","1",0,0,0,0,0,0,0,0,0
"CC","62","1",0,0,0,0,0,0,0,0,0
"CC","63","1",0,0,0,0,0,0,0,0,0
"CC","64","1",4,0.143612132352941,21.7219927578616,7,1.38629436111989,0.086734693877551,0.0194200428658176,0.999999999994012,0.291204792803037
"CC","65","1",5,0.254313151041667,24.9363200223537,7,1.33217904021012,0.133877551020408,0.0348396939100381,0.5,0.356173158741847
"CC","66","1",4,0.174386160714286,24.813496198467,7,1.38629436111989,0.153061224489796,0.0779525762993974,0.95096189432521,0.367238834426291
"CC","67","1",3,0.166459517045455,15.3756937891203,6,1.09861228866811,0.0816326530612245,0.0420737270028905,0.828427124745236,0.2784750105325
